ID,±êÊ¶,M±êÊ¶,ÍØÕ¹Ãû,×é¼þ,Class,ÒµÓàÅÅÃû,ÖÐÎÄÃû,ÀàÐÍ,º¬ÖØ¸´ÀàÐÍ,ÐÎÌ¬,ÐÇ×ù(Zh),ÐÇ×ù(En),³à¾­(J2000),³à¾­D(J2000),³àÎ³(J2000),³àÎ³D(J2000),¿É¼û¹âÐÇµÈV,ÉãÓ°(À¶¹â)ÐÇµÈB,B-V,±íÃæÁÁ¶È(mag/arcmin2),³¤Öá(·Ö),¶ÌÖá(·Ö),·½Î»½Ç,ÏêÏ¸ÃèÊö,¼òÂÔÃèÊö
9638,IC1798,IC1798,,,,20,,Gxy,Gxy,E0,°×Ñò×ù,ARI,2h26m15.5s,2.437638889,+13h25m51s,13.43083333,15.5,16.5,1,13,0.3,0.3,,"very faint, very small, suddenly brighter middle equal to 15th magnitude star","vF, vS, sbM * 15"
9639,IC1799,IC1799,,,,20,,Gxy,Dup,S?,ÏÉÅ®×ù,AND,2h28m45.8s,2.479388889,+45h58m16s,45.97111111,13.7,14.6,0.9,12.8,1.1,0.4,34,,"vF, S, lbM, * 13 p 0'.5"
9640,IC1800,IC1800,,,,20,,Star(s),Star(s),*2,Èý½Ç×ù,TRI,2h28m31.4s,2.475388889,+31h24m48s,31.41333333,99,99,99,99,,,,,"eF, S, ? eS Cl"
9641,IC1801,IC1801,,,,20,,Gxy,Gxy,SBb,°×Ñò×ù,ARI,2h28m12.9s,2.47025,+19h34m59s,19.58305556,13.8,14.6,0.8,13.6,1.6,0.6,40,"faint, small, gradually a little brighter middle, diffuse","F, S, glbM, dif"
9642,IC1802,IC1802,,,,20,,Gxy,Gxy,S0,°×Ñò×ù,ARI,2h29m13.9s,2.487194444,+23h5m0s,23.08333333,13.4,14.6,1.2,13.6,1.3,1.1,115,magnitude 11 star 1 arcmin to the northwest,* 11 np 1'
9643,IC1803,IC1803,,,,20,,Gxy,Gxy,C,°×Ñò×ù,ARI,2h29m17.2s,2.488111111,+23h8m27s,23.14083333,15,16,1,11.8,0.3,0.2,0,stellar nucleus,Stell N
9644,IC1804,IC1804,,1,,20,,Gxy,Gxy,E4,°×Ñò×ù,ARI,2h29m54.4s,2.498444444,+23h5m50s,23.09722222,13.9,14.9,1,13,0.8,0.5,,no description,No descr
9645,IC1805,IC1805,,,,5,ÐÄÔàÐÇÔÆ,OCL,OCL,III3pn,ÏÉºó×ù,CAS,2h32m48s,2.546666667,+61h27m42s,61.46166667,6.5,99,99,99,20,,,,"Cl, co, eL neby extends f"
9646,IC1806,IC1806,,,,20,,Gxy,Gxy,E3,°×Ñò×ù,ARI,2h29m34.9s,2.493027778,+22h56m38s,22.94388889,15.1,16.1,1,14,0.7,0.5,135,"faint, very small, round, brighter middle and nucleus","F, vS, R, bMN"
9647,IC1807,IC1807,,,,20,,Gxy,Gxy,E0,°×Ñò×ù,ARI,2h30m30.9s,2.508583333,+22h57m1s,22.95027778,14.7,15.7,1,12.8,0.4,0.4,,"faint, very small, round, a little brighter middle","F, vS, R, lbM"
9648,IC1808,IC1808,,,,20,,Gxy,Dup,Irr,¾¨Óã×ù,CET,2h30m31.1s,2.508638889,-4h12m56s,-4.215555556,13.7,14.3,0.6,12.8,0.7,0.7,,"faint, very small, round, gradually brighter middle, mottled but not resolved","F, vS, R, gbM, r"
9649,IC1809,IC1809,,,,20,,Gxy,Gxy,SBb,°×Ñò×ù,ARI,2h31m40.5s,2.527916667,+22h55m3s,22.9175,13.9,14.7,0.8,13,0.9,0.7,128,"pretty bright, pretty large, extended 135¡ã, gradually brighter middle","pB, pL, E 135¡ã, gbM"
9650,IC1810,IC1810,,,,20,,Gxy,Gxy,SBab,²¨½­×ù,ERI,2h29m26.6s,2.490722222,-43h4m36s,-43.07666667,13.2,14,0.8,13.3,1.3,1,122,"very faint, round, stellar nucleus","vF, R, stell N"
9651,IC1811,IC1811,,,,20,,Gxy,Gxy,SBab,ÌìÂ¯×ù,FOR,2h30m38s,2.510555556,-34h15m53s,-34.26472222,13.4,14.2,0.8,13.1,1.3,0.9,7,,"eeF, S, R, 2 st p, np of 2 (sic)"
9652,IC1812,IC1812,,,,20,,Gxy,Gxy,E2,²¨½­×ù,ERI,2h29m31.8s,2.492166667,-42h48m41s,-42.81138889,12.2,13.2,1,13.3,2,1.6,24,"very faint, brighter middle","vF, bM"
9653,IC1813,IC1813,,,,20,,Gxy,Gxy,S0-a,ÌìÂ¯×ù,FOR,2h30m49.6s,2.513777778,-34h13m18s,-34.22166667,13.2,14.1,0.9,13.1,1.2,0.8,102,,"eF, eS, R, F * n, 2 st np, sf of 2 (sic)"
9654,IC1814,IC1814,,,,20,,Gxy,Dup,Sab,ÌìÂ¯×ù,FOR,2h31m5.7s,2.51825,-36h2m5s,-36.03472222,12.4,13.2,0.8,12.2,2.1,0.5,31,"pretty bright, pretty small, much extended","pB, pS, mE"
9655,IC1815,IC1815,,,,20,,Gxy,Gxy,SB0,Èý½Ç×ù,TRI,2h34m19.9s,2.572194444,+32h25m48s,32.43,13.3,14.3,1,13.6,1.4,1.1,141,"faint, small, round, gradually brighter middle and nucleus","F, S, R, gbMN"
9656,IC1816,IC1816,,,,20,,Gxy,Gxy,SBab,ÌìÂ¯×ù,FOR,2h31m51s,2.530833333,-36h40m20s,-36.67222222,12.8,13.6,0.8,13.2,1.4,1.2,167,,"vF, S, R, 2 st nr p"
9657,IC1817,IC1817,,1,,20,,Gxy,Gxy,Sd,°×Ñò×ù,ARI,2h33m49.5s,2.56375,+11h12m12s,11.20333333,14.7,15.3,0.6,11.8,0.4,0.2,10,"faint, pretty large, extended east-west, diffuse","F, pL, E pf, dif"
9658,IC1818,IC1818,,,,20,,Gxy,Gxy,E0,¾¨Óã×ù,CET,2h34m7.1s,2.568638889,-11h2m25s,-11.04027778,14.4,15.4,1,13,0.5,0.5,,,"vF, eS, R, prob neb *"
9659,IC1819,IC1819,,,,20,,Gxy,Gxy,S0,¾¨Óã×ù,CET,2h35m41.8s,2.594944444,+4h3m8s,4.052222222,14,15,1,13.2,1.6,0.6,36,"faint, very small, round","F, vS, R"
9660,IC1820,IC1820,,,,20,,Gxy,Gxy,S,¾¨Óã×ù,CET,2h35m52.7s,2.597972222,+6h2m27s,6.040833333,14.3,15.1,0.8,11.7,0.5,0.2,70,"faint, very small, round, brighter middle and nucleus","F, vS, R, bMN"
9661,IC1821,IC1821,,1,,20,,Gxy,Gxy,S,°×Ñò×ù,ARI,2h36m25.3s,2.607027778,+13h46m50s,13.78055556,14.3,15.1,0.8,12.6,0.6,0.4,90,"pretty faint, small, gradually brighter middle, diffuse","pF, S, gbM, dif"
9662,IC1822,IC1822,,,,20,,Star(s),Star(s),*,¾¨Óã×ù,CET,2h35m42.3s,2.595083333,-8h33m44s,-8.562222222,99,99,99,99,,,,,* 13.5 slightly nebs
9663,IC1823,IC1823,,,,20,,Gxy,Gxy,SBc,Èý½Ç×ù,TRI,2h38m36.9s,2.643583333,+32h4m13s,32.07027778,13.5,14.2,0.7,14.9,2.1,2,72,"faint, small, irregular figure, diffuse","F, S, iF, dif"
9664,IC1824,IC1824,,,,20,,OCL,Dup,III2p,ÏÉºó×ù,CAS,2h42m36s,2.71,+61h35m42s,61.595,6.7,99,99,99,15,,,"a cluster, faint stars, perhaps faint nebulosity to west extends to it","Cl, st F, perh. F neby p extends to it"
9665,IC1825,IC1825,,,,20,,Gxy,Gxy,Sc,¾¨Óã×ù,CET,2h38m55.5s,2.64875,+9h5m49s,9.096944444,13.9,14.6,0.7,13.9,1.2,0.8,15,"faint, small, round, gradually brighter middle and nucleus","F, S, R, gbMN"
9666,IC1826,IC1826,,,,20,,Gxy,Gxy,SB0-a,ÌìÂ¯×ù,FOR,2h39m3.7s,2.651027778,-27h26m35s,-27.44305556,12.8,13.2,0.4,13.5,1.7,1.4,137,,"pB, cS, R, * 8 nr p"
9667,IC1827,IC1827,,,,20,,Gxy,Gxy,Sa,¾¨Óã×ù,CET,2h39m46.4s,2.662888889,+1h33m30s,1.558333333,13.7,14.6,0.9,11.9,1.1,0.2,154,,"F, S, fan-shape, * 13.5 close s"
9668,IC1828,IC1828,,,,20,,Gxy,Dup,P,°×Ñò×ù,ARI,2h40m29s,2.674722222,+19h17m49s,19.29694444,13.2,13.8,0.6,13.6,1.5,1.1,2,"faint, small, irregular figure, gradually brighter middle and nucleus","F, S, iF, gbMN"
9669,IC1829,IC1829,,,,20,,Gxy,Gxy,C,°×Ñò×ù,ARI,2h40m32.8s,2.675777778,+14h17m53s,14.29805556,14.6,15.6,1,14,0.8,0.8,,"very faint, very small, diffuse, mottled but not resolved","vF, vS, dif, r"
9670,IC1830,IC1830,,,,20,,Gxy,Dup,SB0-a,ÌìÂ¯×ù,FOR,2h39m3.7s,2.651027778,-27h26m35s,-27.44305556,12.8,13.2,0.4,13.5,1.7,1.4,137,,"vF, S, susp, eF * 1'.5 sp"
9671,IC1831,IC1831,,,,20,,Nb,Nb,EN,ÏÉºó×ù,CAS,2h44m0s,2.733333333,+63h0m36s,63.01,99,99,99,99,120,,,"very faint, most extremely large","vF, eeL"
9672,IC1832,IC1832,,,,20,,Gxy,Gxy,S0,°×Ñò×ù,ARI,2h41m57.6s,2.699333333,+19h1m50s,19.03055556,14.1,15.1,1,13.1,0.7,0.6,30,,"F, iF or lE ns, bMN"
9673,IC1833,IC1833,,,,20,,Gxy,Gxy,SB0,ÌìÂ¯×ù,FOR,2h41m38.6s,2.694055556,-28h10m18s,-28.17166667,13.1,14.1,1,13.2,1.5,0.8,61,,"eeF, S, R, 3 D st nf"
9674,IC1834,IC1834,,,,20,,Gxy,Gxy,Sb,¾¨Óã×ù,CET,2h42m48s,2.713333333,+3h5m2s,3.083888889,14,14.8,0.8,13,0.9,0.8,156,"faint, pretty small, pretty round, gradually a little brighter middle","F, pS, pR, glbM"
9675,IC1835,IC1835,,1,,20,,Gxy,Gxy,S,°×Ñò×ù,ARI,2h43m49s,2.730277778,+14h53m22s,14.88944444,14.6,15.4,0.8,12.9,0.5,0.5,,"faint, small, round, diffuse","F, S, R, dif"
9676,IC1836,IC1836,,,,20,,Gxy,Gxy,S,¾¨Óã×ù,CET,2h43m23.3s,2.723138889,+3h6m18s,3.105,15.5,16.3,0.8,13.8,0.5,0.5,,"faint, small, round, very little brighter middle","F, S, R, vlbM"
9677,IC1837,IC1837,,,,20,,Gxy,Dup,SBb,¾¨Óã×ù,CET,2h43m31.3s,2.725361111,+0h18m25s,0.306944444,13.4,14.2,0.8,12.9,1.5,0.5,11,"faint, very small, round, gradually brighter middle, mottled but not resolved","F, vS, R, gbM, r"
9678,IC1838,IC1838,,1,,20,,Gxy,Gxy,Sc,°×Ñò×ù,ARI,2h44m43s,2.745277778,+19h27m18s,19.455,14.6,15.3,0.7,12.4,0.5,0.3,0,"faint, very small, round, suddenly brighter middle equivalent to 14th magnitude star","F, vS, R, sbM * 14"
9679,IC1839,IC1839,,,,20,,Gxy,Gxy,Sbc,°×Ñò×ù,ARI,2h44m43s,2.745277778,+15h14m22s,15.23944444,14.3,15.1,0.8,13.4,1,0.5,97,"very faint, small, round, diffuse","vF, S, R, dif"
9680,IC1840,IC1840,,,,20,,Gxy,Dup,Sb,¾¨Óã×ù,CET,2h43m41.9s,2.728305556,-15h42m21s,-15.70583333,14.3,15.1,0.8,13.4,0.7,0.7,,,"vF, vS, mbM, 1081 nf"
9681,IC1841,IC1841,,,,20,,Gxy,Gxy,SBb,°×Ñò×ù,ARI,2h45m36.3s,2.760083333,+18h55m45s,18.92916667,14.3,15.1,0.8,13,0.7,0.5,51,"faint, very small, round, gradually a very little brighter middle","F, vS, R, gvlbM"
9682,IC1842,IC1842,,,,20,,Gxy,Gxy,S0,°×Ñò×ù,ARI,2h45m23.4s,2.7565,+11h27m32s,11.45888889,14.5,15.5,1,13.2,1.1,0.3,25,"faint, very small, round, gradually a little brighter middle","F, vS, R, glbM"
9683,IC1843,IC1843,,,,20,,Gxy,Gxy,SBab,¾¨Óã×ù,CET,2h45m24.9s,2.756916667,+2h52m50s,2.880555556,13.1,13.9,0.8,12.7,1.1,0.7,70,"faint, pretty large, extended east-west, diffuse","F, pL, E pf, dif"
9684,IC1844,IC1844,,,,20,,Gxy,Gxy,Sa,¾¨Óã×ù,CET,2h45m49.2s,2.763666667,+3h13m50s,3.230555556,14.4,15.3,0.9,12.7,0.8,0.3,105,"faint, pretty faint, extended east-west, diffuse","F, pF, E pf, dif"
9685,IC1845,IC1845,,,,20,,Star(s),Star(s),*2,ÌìÂ¯×ù,FOR,2h43m56.7s,2.732416667,-27h58m5s,-27.96805556,99,99,99,99,,,,"most extremely faint, small, round, double star to northwest","eeF, S, R, D * np"
9686,IC1846,IC1846,,,,20,,Gxy,Dup,C,°×Ñò×ù,ARI,2h47m43.5s,2.795416667,+13h15m20s,13.25555556,14.4,15.4,1,13,0.6,0.5,150,"faint, small, a gradually little brighter middle","F, S, glbM"
9687,IC1847,IC1847,,,,20,,Gxy,Gxy,S,°×Ñò×ù,ARI,2h47m53.6s,2.798222222,+14h30m20s,14.50555556,14.6,15.4,0.8,12.1,0.4,0.3,135,"faint, small, irregular figure, mottled but not resolved","F, S, iF, r"
9688,IC1848,IC1848,,,,5,,OCL,OCL,IV3pn,ÏÉºó×ù,CAS,2h51m18s,2.855,+60h24m30s,60.40833333,6.5,99,99,99,18,,,,"Cl, st F, extends 8m f, in F neby"
9689,IC1849,IC1849,,,,20,,Gxy,Gxy,E?,¾¨Óã×ù,CET,2h47m44.7s,2.79575,+9h21m24s,9.356666667,14.4,15.4,1,13.8,0.9,0.6,90,"faint, very small, round, stellar","F, vS, R, stell"
9690,IC1850,IC1850,,,,20,,Gxy,Dup,S,°×Ñò×ù,ARI,2h48m39.3s,2.810916667,+13h15m33s,13.25916667,15.2,16,0.8,12.6,0.5,0.2,5,"faint, small, diffuse","F, S, dif"
9691,IC1851,IC1851,,,,20,,Star(s),Star(s),*,ÏÉºó×ù,CAS,2h51m45.9s,2.86275,+58h18m52s,58.31444444,99,6.5,99,99,,,,"6.2 magnitude star, nebula attached to southwest, 5' long","* 6.2, neb att sp, 5' l"
9692,IC1852,IC1852,,,,20,,Gxy,Dup,SBc,°×Ñò×ù,ARI,2h49m0.4s,2.816777778,+13h13m25s,13.22361111,13.8,14.5,0.7,13,1.2,0.9,3,"faint, pretty small, round, gradually brighter middle","F, pS, R, gbM"
9693,IC1853,IC1853,,,,20,,Gxy,Gxy,Sb,²¨½­×ù,ERI,2h48m4.3s,2.801194444,-13h59m36s,-13.99333333,13.7,14.2,0.5,13.1,1.1,0.4,91,"extremely faint, very small, (NGC) 1103 2s east and 2' north","eF, vS, 1103 f 2s, 2' n"
9694,IC1854,IC1854,,,,20,,Gxy,Gxy,S0,°×Ñò×ù,ARI,2h49m20.6s,2.822388889,+19h18m16s,19.30444444,13.9,14.9,1,12.1,0.6,0.5,162,"faint, very small, round, bright middle and nucleus","F, vS, R, bMN"
9695,IC1855,IC1855,,,,20,,Gxy,Gxy,C,°×Ñò×ù,ARI,2h49m4.3s,2.817861111,+13h26m34s,13.44277778,15,16,1,12.2,0.3,0.3,,"faint, pretty large, double north south, binary nucleus","F, pL, D ns, biN"
9696,IC1856,IC1856,,,,20,,Gxy,Gxy,SBab,¾¨Óã×ù,CET,2h48m50.8s,2.814111111,-0h46m2s,-0.767222222,13.5,14.3,0.8,12.9,1.1,0.6,60,"faint, small, extended 200¡ã, gradually brighter middle and nucleus","F, S, E 200¡ã, gbMN"
9697,IC1857,IC1857,,,,20,,Gxy,Gxy,Sbc,°×Ñò×ù,ARI,2h49m38.8s,2.827444444,+14h37m12s,14.62,14,14.8,0.8,12.9,1,0.5,150,"faint, small, round, gradually a little brighter middle","F, S, R, glbM"
9698,IC1858,IC1858,,,,20,,Gxy,Gxy,S0-a,ÌìÂ¯×ù,FOR,2h49m8.4s,2.819,-31h17m22s,-31.28944444,13.1,14,0.9,13.1,1.7,0.5,176,"very faint, pretty small, round, 1st of 3","vF, pS, R, 1st of 3"
9699,IC1859,IC1859,,,,20,,Gxy,Gxy,Sbc,ÌìÂ¯×ù,FOR,2h49m3.8s,2.817722222,-31h10m21s,-31.1725,13.3,14.1,0.8,13.3,1.2,0.8,21,"pretty faint, pretty small, round, 2nd of 3","pF, pS, R, 2nd of 3"
9700,IC1860,IC1860,,,,20,,Gxy,Gxy,E4,ÌìÂ¯×ù,FOR,2h49m33.7s,2.826027778,-31h11m23s,-31.18972222,12.7,13.7,1,13.5,2.2,1.7,6,"pretty faint, pretty small, a little extended, 3rd of 3","pF, pS, lE, 3rd of 3"
9701,IC1861,IC1861,,,,20,,Gxy,Gxy,S0,°×Ñò×ù,ARI,2h53m7s,2.885277778,+25h29m25s,25.49027778,13.3,14.3,1,13.2,1.2,0.8,150,"faint, pretty small, round, very gradually brighter middle","F, pS, R, vgbM"
9702,IC1862,IC1862,,,,20,,Gxy,Gxy,Sbc,ÌìÂ¯×ù,FOR,2h51m58.8s,2.866333333,-33h20m24s,-33.34,13.3,14.1,0.8,13,3,0.3,3,"most extremely faint, very small, a little extended, very difficult, 7th magnitude star to southeast","eeF, vS, lE, v diffic, * 7 sf"
9703,IC1863,IC1863,,,,20,,Gxy,Gxy,C,¾¨Óã×ù,CET,2h54m50.7s,2.914083333,+8h47m6s,8.785,14.7,15.7,1,12.6,0.4,0.4,,"faint, very small, round, gradually brighter middle and nucleus","F, vS, R, gbMN"
9704,IC1864,IC1864,,,,20,,Gxy,Gxy,E4,ÌìÂ¯×ù,FOR,2h53m39.4s,2.894277778,-34h11m53s,-34.19805556,11.6,12.6,1,12.4,1.2,0.7,63,"extremely faint, small, round","eF, S, R"
9705,IC1865,IC1865,,,,20,,Gxy,Gxy,Sbc,¾¨Óã×ù,CET,2h55m20s,2.922222222,+8h49m41s,8.828055556,13.9,14.7,0.8,14.3,1.5,1.1,90,"faint, very small, round, gradually brighter middle, mottled but not resolved","F, vS, R, gbM, r"
9706,IC1866,IC1866,,,,20,,Gxy,Gxy,E-S0,²¨½­×ù,ERI,2h54m52.9s,2.914694444,-15h39m10s,-15.65277778,14,15,1,13.8,1.1,0.7,90,"very faint, extremely small, almost stellar","vF, eS, alm stell"
9707,IC1867,IC1867,,,,20,,Gxy,Gxy,S0,¾¨Óã×ù,CET,2h55m52.2s,2.931166667,+9h18m44s,9.312222222,14.1,15.1,1,14.6,1.5,1.2,15,"faint, small, pretty round, gradually brighter middle","F, S, pR, gbM"
9708,IC1868,IC1868,,,,20,,Gxy,Gxy,S,¾¨Óã×ù,CET,2h56m5.8s,2.934944444,+9h22m46s,9.379444444,15.1,15.9,0.8,12.6,0.4,0.3,70,"faint, very small, round, stellar","F, vS, R, stell"
9709,IC1869,IC1869,,,,20,,Gxy,Gxy,S0,¾¨Óã×ù,CET,2h58m11.7s,2.969916667,+5h50m12s,5.836666667,14.4,15.4,1,12,0.6,0.2,120,,"F, eS, like neb D *"
9710,IC1870,IC1870,,,,20,,Gxy,Gxy,SBm,²¨½­×ù,ERI,2h57m53.5s,2.964861111,-2h20m48s,-2.346666667,13.2,13.8,0.6,14.7,2.8,1.6,132,"very faint, round, very gradually brighter middle, very difficult","vF, R, vgbM, v diffic"
9711,IC1871,IC1871,,,,20,,Nb,Nb,EN,ÏÉºó×ù,CAS,2h57m21.7s,2.956027778,+60h40m20s,60.67222222,99,99,99,99,,,,,"* 9.3 nebs, chiefly f"
9712,IC1872,IC1872,,,,20,,Star(s),Star(s),*4,Ó¢ÏÉ×ù,PER,3h4m34.9s,3.076361111,+42h48m34s,42.80944444,99,16,99,99,,,,a cluster,Cl
9713,IC1873,IC1873,,1,,20,,Gxy,Gxy,S0,¾¨Óã×ù,CET,3h3m52.8s,3.064666667,+9h36m50s,9.613888889,14.3,15.3,1,13.9,1.1,0.7,24,"faint, small, extended 200¡ã","F, S, E 200¡ã"
9714,IC1874,IC1874,,,,20,,Gxy,Gxy,SB0-a,Ó¢ÏÉ×ù,PER,3h6m21.9s,3.106083333,+36h0m54s,36.015,13.7,14.6,0.9,13.2,1,0.7,96,"faint, very small, very little brighter middle, diffuse","F, vS, vlbM, dif"
9715,IC1875,IC1875,,,,20,,Gxy,Gxy,E/SB0,ÌìÂ¯×ù,FOR,3h3m56.6s,3.065722222,-39h26m27s,-39.44083333,12.5,13.4,0.9,12.9,1.4,1.2,3,,"eF, pS, R, F D * sf in line"
9716,IC1876,IC1876,,,,20,,Gxy,Gxy,S0/P,ÌìÂ¯×ù,FOR,3h4m32.3s,3.075638889,-27h27m36s,-27.46,14.1,14.4,0.3,14.1,1.1,1,3,"most extremely faint, small, round, faint star near to southeast","eeF, S, R, F * nr sf"
9717,IC1877,IC1877,,,,20,,Gxy,Gxy,Sb,Ê±ÖÓ×ù,HOR,3h3m9.6s,3.052666667,-50h30m41s,-50.51138889,15.4,16.2,0.8,13.3,0.8,0.2,155,,"eF, vS, E 170¡ã, prob neb"
9718,IC1878,IC1878,,2,,20,,Gxy,Gxy,Sa,Ê±ÖÓ×ù,HOR,3h3m43.4s,3.062055556,-52h6m6s,-52.10166667,14.6,15.5,0.9,11.7,0.4,0.2,50,,"eeF, eS, cE 5¡ã, prob neb"
9719,IC1879,IC1879,,,,20,,Gxy,Gxy,S?,Ê±ÖÓ×ù,HOR,3h3m52.5s,3.064583333,-52h7m4s,-52.11777778,15.1,15.9,0.8,13.4,1.2,0.2,136,"most extremely faint, extremely small, much extended 135¡ã, stellar nucleus","eeF, eS, mE 135¡ã, stell N"
9720,IC1880,IC1880,,,,20,,Gxy,Gxy,E-S0,²¨½­×ù,ERI,3h6m28.4s,3.107888889,-9h43m50s,-9.730555556,13,14,1,13.7,1.6,1.1,30,,"eF, S, * 9 f 8s"
9721,IC1881,IC1881,,,,20,,Gxy,Dup,Sd,Ó¢ÏÉ×ù,PER,3h9m17.3s,3.154805556,+38h38m57s,38.64916667,14.4,15,0.6,15.3,1.8,1.4,54,"very faint, pretty small, very diffuse (? = 1213)","vF, pS, v dif [? = 1213]"
9722,IC1882,IC1882,,,,20,,Gxy,Gxy,Sbc,¾¨Óã×ù,CET,3h7m49.5s,3.130416667,+3h8m50s,3.147222222,14,14.8,0.8,13.2,0.9,0.5,20,"faint, pretty large, extended 210¡ã","F, pL, E 210¡ã"
9723,IC1883,IC1883,,,,20,,Gxy,Dup,S0-a,Ó¢ÏÉ×ù,PER,3h9m42.3s,3.16175,+40h53m35s,40.89305556,14.6,15.5,0.9,13.7,1,0.5,22,"small, round, very gradually brighter middle","S, R, vgbM"
9724,IC1884,IC1884,,,,20,,Gxy,Dup,Sb,Ó¢ÏÉ×ù,PER,3h9m42.8s,3.161888889,+40h58m30s,40.975,14.8,15.6,0.8,13,1.1,0.2,131,"small, extended northwest southeast, difficult, 12th magnitude star close to east","S, E npsf, diffic, * 12 close f"
9725,IC1885,IC1885,,,,20,,Gxy,Gxy,Sc,ÌìÂ¯×ù,FOR,3h6m40.3s,3.111194444,-32h51m51s,-32.86416667,14.1,14.8,0.7,13.6,1.4,0.5,138,"very faint, very small, much extended 140¡ã, gradually brighter middle","vF, vS, mE 140¡ã, gbM"
9726,IC1886,IC1886,,,,20,,Gxy,Gxy,S0,²¨½­×ù,ERI,3h8m3.2s,3.134222222,-4h24m0s,-4.4,13.9,14.9,1,13.6,1,0.7,0,,"vF, S, vmbM, * 13 s 1'.2"
9727,IC1887,IC1887,,,,20,,Gxy,Dup,Sd,Ó¢ÏÉ×ù,PER,3h10m12.9s,3.17025,+40h45m57s,40.76583333,13.5,14.2,0.7,13.1,1.2,0.7,75,,* 12 close sf
9728,IC1888,IC1888,,,,20,,Gxy,Dup,E-S0,Ó¢ÏÉ×ù,PER,3h10m56.1s,3.18225,+41h8m16s,41.13777778,14.3,15.3,1,12.8,0.6,0.4,90,"very faint, small","vF, S"
9729,IC1889,IC1889,,,,20,,Gxy,Dup,SB0-a,Ó¢ÏÉ×ù,PER,3h11m3.1s,3.184194444,+40h37m18s,40.62166667,13.9,14.8,0.9,15,2.1,1.5,123,"faint, round, very gradually brighter middle","F, R, vgbM"
9730,IC1890,IC1890,,,,20,,Gxy,Gxy,S0,°×Ñò×ù,ARI,3h9m58.4s,3.166222222,+19h12m31s,19.20861111,14.6,15.6,1,13.7,0.7,0.7,,"pretty bright, pretty large, irregular figure, nuclear, mottled but not resolved","pB, pL, iF, N, r"
9731,IC1891,IC1891,,,,20,,Gxy,Gxy,S,°×Ñò×ù,ARI,3h10m12s,3.17,+19h36m24s,19.60666667,15.2,16,0.8,12,0.3,0.2,45,"very faint, small, brighter middle, diffuse","vF, S, bM, dif"
9732,IC1892,IC1892,,,,20,,Gxy,Gxy,SB/P,²¨½­×ù,ERI,3h8m27.2s,3.140888889,-23h3m20s,-23.05555556,12.9,13.8,0.9,13.6,1.9,1.1,10,,"vF, L, nr 1230"
9733,IC1893,IC1893,,,,20,,Gxy,Gxy,S,°×Ñò×ù,ARI,3h10m16.5s,3.17125,+19h37m1s,19.61694444,15.7,16.5,0.8,11.3,0.2,0.1,50,,"ef, vS, diffic"
9734,IC1894,IC1894,,,,20,,Gxy,Gxy,S0,°×Ñò×ù,ARI,3h10m25.4s,3.173722222,+19h36m26s,19.60722222,14.6,15.6,1,12,0.5,0.2,5,"faint, small, very little brighter middle, diffuse","F, S, vlbM, dif"
9735,IC1895,IC1895,,,,20,,Gxy,Gxy,SB0-a,ÌìÂ¯×ù,FOR,3h9m36.2s,3.160055556,-25h15m12s,-25.25333333,13.3,14.2,0.9,13.8,1.5,1.1,153,,"eeF, pS, 2 st close p"
9736,IC1896,IC1896,,,,20,,Gxy,Gxy,Sab,Ê±ÖÓ×ù,HOR,3h7m52.9s,3.131361111,-54h12m50s,-54.21388889,15,15.8,0.8,13.2,0.7,0.3,16,"most extremely faint, extremely small, considerably extended 10¡ã, stellar nucleus","eeF, eS, cE 10¡ã, stell N"
9737,IC1897,IC1897,,,,20,,Gxy,Gxy,SB?,²¨½­×ù,ERI,3h10m45.9s,3.179416667,-10h47m44s,-10.79555556,14.1,14.9,0.8,12.4,0.5,0.5,,,"eF, vS, nr 1238"
9738,IC1898,IC1898,,,,20,,Gxy,Gxy,SBc,²¨½­×ù,ERI,3h10m20.4s,3.172333333,-22h24m14s,-22.40388889,12.7,13.4,0.7,13.3,3.6,0.6,73,,"Neb line at 60¡ã, susp"
9739,IC1899,IC1899,,,,20,,Gxy,Gxy,S0-a,ÌìÂ¯×ù,FOR,3h12m13s,3.203611111,-25h18m18s,-25.305,13.4,14.3,0.9,12.1,1.1,0.3,165,"most extremely faint, small, round, 2 faint stars in line to southwest","eeF, S, R, 2 F st sp in line"
9740,IC1900,IC1900,,,,20,,Gxy,Gxy,S0,Ó¢ÏÉ×ù,PER,3h15m55.2s,3.265333333,+37h9m17s,37.15472222,14,15,1,12.1,0.5,0.4,96,"faint, small, pretty round, gradually brighter middle and nucleus","F, S, pR, gbMN"
9741,IC1901,IC1901,,,,20,,Gxy,Gxy,Sa,Ó¢ÏÉ×ù,PER,3h16m2.5s,3.267361111,+37h6m47s,37.11305556,14.9,15.7,0.8,12.8,0.8,0.2,170,"faint, very small, round, gradually brighter middle and nucleus","F, vS, R, gbMN"
9742,IC1902,IC1902,,,,20,,Gxy,Gxy,S0-a,Ó¢ÏÉ×ù,PER,3h16m12.4s,3.270111111,+37h10m41s,37.17805556,14.6,15.5,0.9,12.5,0.4,0.4,,"faint, very small, round, suddenly brighter middle equivalent to 14th magnitude star","F, vS, R, sbM * 14"
